entite_politique,annee_financiere,co_circ,nm_circ,montant_cumulatif,donateurs,anciens_donateurs,nouveaux_donateurs,cumulatif_anciens,cumulatif_nouveaux,pct_nouveaux_donateurs,pct_cumulatif_nouveaux,date_cumulatif,diff_hier,diff_semaine
Parti libéral du Québec,2023,620,Chapleau,135,4,4,0,135,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,748,Charlesbourg,500,5,4,1,400,100,0.2,0.2,2023-05-28,0,0
Parti libéral du Québec,2023,760,Charlevoix-Côte-de-Beaupré,350,4,4,0,350,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,754,Chauveau,310,4,4,0,310,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,460,Chomedey,1166.65,14,13,1,1116.65,50,0.07142857142857142,0.04285775511078729,2023-05-28,0,8.330000000000155
Parti libéral du Québec,2023,814,Chutes-de-la-Chaudière,25,1,1,0,25,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,226,Châteauguay,675,8,7,1,625,50,0.125,0.07407407407407407,2023-05-28,0,200
Parti libéral du Québec,2023,826,Côte-du-Sud,108.3,3,3,0,108.3,0,0,0,2023-05-28,0,16.659999999999997
Parti libéral du Québec,2023,320,D'Arcy-McGee,530,7,5,2,425,105,0.2857142857142857,0.19811320754716985,2023-05-28,0,0
Parti libéral du Québec,2023,138,Drummond-Bois-Francs,45,1,1,0,45,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,914,Dubuc,75,2,2,0,75,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,902,Duplessis,74.97,2,2,0,74.97,0,0,0,2023-05-28,0,8.329999999999998
Parti libéral du Québec,2023,466,Fabre,326.65,5,3,2,241.65,85,0.4,0.26021735802847085,2023-05-28,0,8.329999999999984
Parti libéral du Québec,2023,854,Gaspé,100,1,1,0,100,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,614,Gatineau,50,2,2,0,50,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,346,Gouin,270,5,4,1,210,60,0.2,0.2222222222222222,2023-05-28,0,0
Parti libéral du Québec,2023,206,Granby,100,1,1,0,100,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,502,Groulx,140,2,1,1,40,100,0.5,0.7142857142857143,2023-05-28,0,0
Parti libéral du Québec,2023,352,Hochelaga-Maisonneuve,260,3,1,2,100,160,0.6666666666666666,0.6153846153846154,2023-05-28,0,0
Parti libéral du Québec,2023,602,Hull,666.65,8,6,2,466.65,200,0.25,0.3000075001875047,2023-05-28,0,8.329999999999927
Parti libéral du Québec,2023,216,Huntingdon,334.99,4,4,0,334.99,0,0,0,2023-05-28,0,35
Parti libéral du Québec,2023,210,Iberville,300,3,2,1,200,100,0.3333333333333333,0.3333333333333333,2023-05-28,0,200
Parti libéral du Québec,2023,310,Jacques-Cartier,3125,33,25,8,2425,700,0.24242424242424243,0.224,2023-05-28,0,0
Parti libéral du Québec,2023,736,Jean-Lesage,138.32,3,2,1,38.32,100,0.3333333333333333,0.7229612492770388,2023-05-28,0,5
Parti libéral du Québec,2023,702,Jean-Talon,516,10,9,1,416,100,0.1,0.1937984496124031,2023-05-28,0,0
Parti libéral du Québec,2023,364,Jeanne-Mance-Viger,1140,12,9,3,900,240,0.25,0.21052631578947367,2023-05-28,0,0
Parti libéral du Québec,2023,126,Johnson,100,1,0,1,0,100,1,1,2023-05-28,0,0
Parti libéral du Québec,2023,570,Joliette,195,2,1,1,100,95,0.5,0.4871794871794872,2023-05-28,0,0
Parti libéral du Québec,2023,922,Jonquière,20,1,1,0,20,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,554,L'Assomption,75,2,2,0,75,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,720,La Peltrie,400,4,4,0,400,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,236,La Pinière,1550,17,14,3,1300,250,0.17647058823529413,0.16129032258064516,2023-05-28,0,0
Parti libéral du Québec,2023,232,La Prairie,100,1,0,1,0,100,1,1,2023-05-28,0,0
Parti libéral du Québec,2023,390,LaFontaine,2020,23,14,9,1315,705,0.391304347826087,0.349009900990099,2023-05-28,0,100
Parti libéral du Québec,2023,594,Labelle,100,1,1,0,100,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,926,Lac-Saint-Jean,100,1,1,0,100,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,244,Laporte,750,9,8,1,725,25,0.1111111111111111,0.03333333333333333,2023-05-28,0,200
Parti libéral du Québec,2023,344,Laurier-Dorion,415,5,5,0,415,0,0,0,2023-05-28,0,100
Parti libéral du Québec,2023,454,Laval-des-Rapides,671,8,6,2,511,160,0.25,0.23845007451564829,2023-05-28,0,0
Parti libéral du Québec,2023,670,Laviolette-Saint-Maurice,100,1,1,0,100,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,530,Les Plaines,275,5,3,2,210,65,0.4,0.23636363636363636,2023-05-28,0,0
Parti libéral du Québec,2023,810,Lotbinière-Frontenac,241.65,3,3,0,241.65,0,0,0,2023-05-28,0,8.330000000000013
Parti libéral du Québec,2023,708,Louis-Hébert,420,6,5,1,320,100,0.16666666666666666,0.23809523809523808,2023-05-28,0,0
Parti libéral du Québec,2023,818,Lévis,325,4,4,0,325,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,304,Marguerite-Bourgeoys,985,12,9,3,825,160,0.25,0.16243654822335024,2023-05-28,0,100
Parti libéral du Québec,2023,246,Marie-Victorin,90,2,2,0,90,0,0,0,2023-05-28,0,6
Parti libéral du Québec,2023,306,Marquette,1025,11,8,3,725,300,0.2727272727272727,0.2926829268292683,2023-05-28,0,100
Parti libéral du Québec,2023,548,Masson,500,5,2,3,200,300,0.6,0.6,2023-05-28,0,0
Parti libéral du Québec,2023,340,Maurice-Richard,1070,13,10,3,885,185,0.2307692307692308,0.17289719626168223,2023-05-28,0,0
Parti libéral du Québec,2023,350,Mercier,110,2,2,0,110,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,482,Mille-Îles,1325,14,8,6,800,525,0.42857142857142855,0.3962264150943397,2023-05-28,0,0
Parti libéral du Québec,2023,514,Mirabel,320,4,2,2,120,200,0.5,0.625,2023-05-28,0,0
Parti libéral du Québec,2023,336,Mont-Royal-Outremont,1835,20,18,2,1635,200,0.1,0.10899182561307902,2023-05-28,0,0
Parti libéral du Québec,2023,252,Montarville,511,6,6,0,511,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,742,Montmorency,460,6,5,1,450,10,0.16666666666666666,0.0217391304347826,2023-05-28,0,0
Parti libéral du Québec,2023,104,Mégantic,250,3,3,0,250,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,312,Nelligan,5030,55,38,17,3515,1515,0.3090909090909091,0.30119284294234594,2023-05-28,0,400
Parti libéral du Québec,2023,324,Notre-Dame-de-Grâce,1350,14,9,5,900,450,0.35714285714285715,0.3333333333333333,2023-05-28,0,300
Parti libéral du Québec,2023,120,Orford,186,4,2,2,150,36,0.5,0.1935483870967742,2023-05-28,0,0
Parti libéral du Québec,2023,626,Papineau,150,3,2,1,125,25,0.3333333333333333,0.16666666666666666,2023-05-28,0,100
Parti libéral du Québec,2023,380,Pointe-aux-Trembles,515,8,2,6,180,335,0.75,0.6504854368932039,2023-05-28,0,0
Parti libéral du Québec,2023,608,Pontiac,1700,42,25,17,1150,550,0.4047619047619048,0.3235294117647059,2023-05-28,0,350
Parti libéral du Québec,2023,714,Portneuf,50,1,0,1,0,50,1,1,2023-05-28,0,0
Parti libéral du Québec,2023,582,Prévost,425,5,3,2,300,125,0.4,0.29411764705882354,2023-05-28,0,0
Parti libéral du Québec,2023,906,René-Lévesque,74.97,2,2,0,74.97,0,0,0,2023-05-28,0,8.329999999999998
Parti libéral du Québec,2023,560,Repentigny,1075,12,3,9,255,820,0.75,0.7627906976744186,2023-05-28,0,0
Parti libéral du Québec,2023,264,Richelieu,125,2,2,0,125,0,0,0,2023-05-28,0,100
Parti libéral du Québec,2023,132,Richmond,130,3,3,0,130,0,0,0,2023-05-28,0,97
Parti libéral du Québec,2023,838,Rimouski,471.56,11,10,1,466.56,5,0.09090909090909093,0.01060310458902366,2023-05-28,0,33.31999999999999
Parti libéral du Québec,2023,834,Rivière-du-Loup-Témiscouata,395,5,4,1,345,50,0.2,0.12658227848101267,2023-05-28,0,0
Parti libéral du Québec,2023,316,Robert-Baldwin,3465,39,31,8,2850,615,0.20512820512820512,0.1774891774891775,2023-05-28,0,100
Parti libéral du Québec,2023,930,Roberval,20,1,1,0,20,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,356,Rosemont,920,10,8,2,720,200,0.2,0.21739130434782608,2023-05-28,0,0
Parti libéral du Québec,2023,576,Rousseau,20,1,0,1,0,20,1,1,2023-05-28,0,0
Parti libéral du Québec,2023,636,Rouyn-Noranda-Témiscamingue,200,2,2,0,200,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,110,Saint-François,200,2,2,0,200,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,326,Saint-Henri-Sainte-Anne,908.32,10,6,4,633.32,275,0.4,0.3027567377135811,2023-05-28,0,0
Parti libéral du Québec,2023,260,Saint-Hyacinthe,50,1,1,0,50,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,212,Saint-Jean,300,3,2,1,200,100,0.3333333333333333,0.3333333333333333,2023-05-28,0,0
Parti libéral du Québec,2023,526,Saint-Jérôme,58.2,2,2,0,58.2,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,318,Saint-Laurent,985,12,7,5,585,400,0.4166666666666667,0.4060913705583756,2023-05-28,0,0
Parti libéral du Québec,2023,330,Sainte-Marie-Saint-Jacques,970,12,7,5,625,345,0.4166666666666667,0.3556701030927835,2023-05-28,0,0
Parti libéral du Québec,2023,470,Sainte-Rose,600,6,1,5,100,500,0.8333333333333334,0.8333333333333334,2023-05-28,0,0
Parti libéral du Québec,2023,230,Sanguinet,250,4,1,3,25,225,0.75,0.9,2023-05-28,0,0
Parti libéral du Québec,2023,116,Sherbrooke,241.65,5,5,0,241.65,0,0,0,2023-05-28,0,8.330000000000013
Parti libéral du Québec,2023,220,Soulanges,745,9,8,1,645,100,0.1111111111111111,0.1342281879194631,2023-05-28,0,0
Parti libéral du Québec,2023,250,Taillon,273.32,6,5,1,263.32,10,0.16666666666666666,0.03658715059271184,2023-05-28,0,0
Parti libéral du Québec,2023,730,Taschereau,920,12,8,4,595,325,0.3333333333333333,0.3532608695652174,2023-05-28,0,0
Parti libéral du Québec,2023,542,Terrebonne,720,8,5,3,500,220,0.375,0.3055555555555556,2023-05-28,0,0
Parti libéral du Québec,2023,660,Trois-Rivières,725,8,8,0,725,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,240,Vachon,200,2,1,1,100,100,0.5,0.5,2023-05-28,0,0
Parti libéral du Québec,2023,726,Vanier-Les Rivières,450,5,2,3,200,250,0.6,0.5555555555555556,2023-05-28,0,0
Parti libéral du Québec,2023,224,Vaudreuil,385,5,3,2,185,200,0.4,0.5194805194805194,2023-05-28,0,0
Parti libéral du Québec,2023,256,Verchères,240,4,4,0,240,0,0,0,2023-05-28,0,0
Parti libéral du Québec,2023,300,Verdun,650,8,8,0,650,0,0,0,2023-05-28,0,25
Parti libéral du Québec,2023,358,Viau,2370,30,24,6,1770,600,0.2,0.25316455696202533,2023-05-28,0,100
Parti libéral du Québec,2023,476,Vimont,790,12,7,5,550,240,0.4166666666666667,0.3037974683544304,2023-05-28,0,0
Parti libéral du Québec,2023,332,Westmount-Saint-Louis,1400,14,11,3,1100,300,0.21428571428571427,0.21428571428571427,2023-05-28,0,300
Parti libéral du Québec,2023,858,Îles-de-la-Madeleine,100,1,0,1,0,100,1,1,2023-05-28,0,0
Parti québécois,2023,648,Abitibi-Est,1325,18,13,5,1000,325,0.2777777777777778,0.24528301886792453,2023-05-28,0,130
Parti québécois,2023,642,Abitibi-Ouest,1370,21,19,2,1260,110,0.09523809523809525,0.08029197080291971,2023-05-28,0,8
Parti québécois,2023,338,Acadie,4865,62,47,15,3665,1200,0.24193548387096775,0.24665981500513876,2023-05-28,0,325
Parti québécois,2023,366,Anjou-Louis-Riel,2590,35,31,4,2320,270,0.11428571428571428,0.10424710424710423,2023-05-28,0,0
Parti québécois,2023,520,Argenteuil,1275,18,13,5,1010,265,0.2777777777777778,0.20784313725490197,2023-05-28,0,75
Parti québécois,2023,144,Arthabaska,2405,31,25,6,2020,385,0.1935483870967742,0.1600831600831601,2023-05-28,0,220
Parti québécois,2023,806,Beauce-Nord,775,13,10,3,550,225,0.2307692307692308,0.2903225806451613,2023-05-28,0,0
Parti québécois,2023,802,Beauce-Sud,975,12,11,1,935,40,0.08333333333333333,0.04102564102564102,2023-05-28,0,0
Parti québécois,2023,218,Beauharnois,2255,30,24,6,1885,370,0.2,0.164079822616408,2023-05-28,0,100
Parti québécois,2023,822,Bellechasse,1775,21,19,2,1575,200,0.09523809523809525,0.11267605633802816,2023-05-28,0,100
Parti québécois,2023,566,Berthier,3620,48,37,11,2925,695,0.22916666666666663,0.1919889502762431,2023-05-28,0,165
Parti québécois,2023,588,Bertrand,2562,32,27,5,2212,350,0.15625,0.1366120218579235,2023-05-28,0,0
Parti québécois,2023,536,Blainville,1427,17,12,5,1027,400,0.29411764705882354,0.2803083391730904,2023-05-28,0,0
Parti québécois,2023,850,Bonaventure,2855,40,36,4,2655,200,0.1,0.07005253940455342,2023-05-28,0,300
Parti québécois,2023,258,Borduas,4515,64,54,10,4150,365,0.15625,0.08084163898117387,2023-05-28,0,15
Parti québécois,2023,360,Bourassa-Sauvé,840,12,10,2,690,150,0.16666666666666666,0.17857142857142858,2023-05-28,0,0
Parti québécois,2023,204,Brome-Missisquoi,2805,35,28,7,2390,415,0.2,0.14795008912655971,2023-05-28,0,130
Parti québécois,2023,370,Camille-Laurin,5820,72,64,8,5215,605,0.1111111111111111,0.10395189003436428,2023-05-28,0,370
Parti québécois,2023,238,Chambly,1580,23,17,6,1245,335,0.2608695652173913,0.2120253164556962,2023-05-28,0,0
Parti québécois,2023,676,Champlain,2520,32,32,0,2520,0,0,0,2023-05-28,0,0
Parti québécois,2023,620,Chapleau,1295,17,15,2,1170,125,0.1176470588235294,0.09652509652509653,2023-05-28,0,25
Parti québécois,2023,748,Charlesbourg,2950.32,45,43,2,2775.32,175,0.04444444444444444,0.05931559966376528,2023-05-28,0,405
Parti québécois,2023,760,Charlevoix-Côte-de-Beaupré,4053,61,55,6,3693,360,0.09836065573770492,0.08882309400444116,2023-05-28,0,25
Parti québécois,2023,754,Chauveau,2650,34,29,5,2350,300,0.14705882352941177,0.11320754716981132,2023-05-28,0,100
Parti québécois,2023,918,Chicoutimi,2626.64,40,37,3,2481.64,145,0.075,0.05520360612798099,2023-05-28,0,33.32999999999993
Parti québécois,2023,460,Chomedey,2090,28,25,3,2030,60,0.10714285714285714,0.02870813397129186,2023-05-28,0,0
Parti québécois,2023,814,Chutes-de-la-Chaudière,2610,33,27,6,2375,235,0.18181818181818185,0.09003831417624521,2023-05-28,0,150
Parti québécois,2023,226,Châteauguay,1010,13,12,1,910,100,0.07692307692307693,0.099009900990099,2023-05-28,0,100
Parti québécois,2023,826,Côte-du-Sud,1705,25,19,6,1340,365,0.24,0.21407624633431083,2023-05-28,0,55
Parti québécois,2023,320,D'Arcy-McGee,225,3,2,1,200,25,0.3333333333333333,0.1111111111111111,2023-05-28,0,0
Parti québécois,2023,508,Deux-Montagnes,1355,19,15,4,1150,205,0.21052631578947367,0.15129151291512916,2023-05-28,0,100
Parti québécois,2023,138,Drummond-Bois-Francs,2235,28,26,2,2035,200,0.07142857142857142,0.0894854586129754,2023-05-28,0,0
Parti québécois,2023,914,Dubuc,1115,18,14,4,915,200,0.2222222222222222,0.17937219730941703,2023-05-28,0,0
Parti québécois,2023,902,Duplessis,1250,16,13,3,1030,220,0.1875,0.176,2023-05-28,0,25
Parti québécois,2023,466,Fabre,1655,27,23,4,1425,230,0.14814814814814814,0.13897280966767372,2023-05-28,0,75
Parti québécois,2023,854,Gaspé,1958.32,27,22,5,1673.32,285,0.18518518518518515,0.1455329057559541,2023-05-28,0,25
Parti québécois,2023,614,Gatineau,2425,31,25,6,2005,420,0.1935483870967742,0.1731958762886598,2023-05-28,0,300
Parti québécois,2023,346,Gouin,3758.32,50,40,10,3078.32,680,0.2,0.18093190574512016,2023-05-28,0,105
Parti québécois,2023,206,Granby,1665,20,15,5,1215,450,0.25,0.2702702702702703,2023-05-28,0,0
Parti québécois,2023,502,Groulx,2603.33,32,29,3,2363.33,240,0.09375,0.09218961868068971,2023-05-28,0,50
Parti québécois,2023,352,Hochelaga-Maisonneuve,2515,32,28,4,2230,285,0.125,0.11332007952286284,2023-05-28,0,150
Parti québécois,2023,602,Hull,4245,52,48,4,4045,200,0.07692307692307693,0.04711425206124853,2023-05-28,50,565
Parti québécois,2023,216,Huntingdon,855,12,11,1,830,25,0.08333333333333333,0.02923976608187134,2023-05-28,0,100
Parti québécois,2023,210,Iberville,845.33,16,15,1,843.33,2,0.0625,0.0023659399287852,2023-05-28,0,0
Parti québécois,2023,310,Jacques-Cartier,825,10,8,2,625,200,0.2,0.24242424242424243,2023-05-28,0,0
Parti québécois,2023,736,Jean-Lesage,3365,45,35,10,2860,505,0.2222222222222222,0.150074294205052,2023-05-28,0,290
Parti québécois,2023,702,Jean-Talon,10579,138,121,17,9434,1145,0.12318840579710146,0.10823329237167974,2023-05-28,0,650
Parti québécois,2023,364,Jeanne-Mance-Viger,660,8,7,1,560,100,0.125,0.15151515151515152,2023-05-28,0,0
Parti québécois,2023,126,Johnson,2210,32,28,4,2145,65,0.125,0.02941176470588235,2023-05-28,0,120
Parti québécois,2023,570,Joliette,5518.33,80,70,10,4873.33,645,0.125,0.11688318748606916,2023-05-28,0,785
Parti québécois,2023,922,Jonquière,2010,30,24,6,1585,425,0.2,0.21144278606965175,2023-05-28,0,0
Parti québécois,2023,554,L'Assomption,1860,26,21,5,1500,360,0.19230769230769232,0.1935483870967742,2023-05-28,0,50
Parti québécois,2023,720,La Peltrie,1750,23,19,4,1475,275,0.17391304347826086,0.15714285714285714,2023-05-28,0,200
Parti québécois,2023,236,La Pinière,2410,33,27,6,1885,525,0.18181818181818185,0.21784232365145229,2023-05-28,0,245
Parti québécois,2023,232,La Prairie,1865,23,18,5,1540,325,0.21739130434782608,0.1742627345844504,2023-05-28,0,75
Parti québécois,2023,390,LaFontaine,775,11,7,4,525,250,0.3636363636363637,0.3225806451612903,2023-05-28,0,0
Parti québécois,2023,594,Labelle,2410,34,28,6,2025,385,0.17647058823529413,0.15975103734439833,2023-05-28,0,100
Parti québécois,2023,926,Lac-Saint-Jean,1410,24,18,6,1215,195,0.25,0.13829787234042554,2023-05-28,0,15
Parti québécois,2023,244,Laporte,2895,36,31,5,2540,355,0.1388888888888889,0.1226252158894646,2023-05-28,0,400
Parti québécois,2023,344,Laurier-Dorion,2350,27,25,2,2200,150,0.07407407407407407,0.06382978723404255,2023-05-28,0,50
Parti québécois,2023,454,Laval-des-Rapides,2080,32,26,6,1725,355,0.1875,0.17067307692307693,2023-05-28,0,75
Parti québécois,2023,670,Laviolette-Saint-Maurice,3317,48,43,5,3037,280,0.10416666666666669,0.08441362677117878,2023-05-28,0,160
Parti québécois,2023,530,Les Plaines,1405,24,20,4,1210,195,0.16666666666666666,0.1387900355871886,2023-05-28,0,200
Parti québécois,2023,810,Lotbinière-Frontenac,2503.33,35,25,10,1908.33,595,0.2857142857142857,0.2376834057036028,2023-05-28,100,243.32999999999993
Parti québécois,2023,708,Louis-Hébert,7417,90,79,11,6770,647,0.12222222222222222,0.08723203451530269,2023-05-28,0,1115
Parti québécois,2023,818,Lévis,3905,51,45,6,3485,420,0.1176470588235294,0.10755441741357234,2023-05-28,0,200
Parti québécois,2023,304,Marguerite-Bourgeoys,1670,19,18,1,1570,100,0.05263157894736842,0.05988023952095808,2023-05-28,0,100
Parti québécois,2023,246,Marie-Victorin,4635,60,56,4,4430,205,0.06666666666666667,0.04422869471413161,2023-05-28,0,300
Parti québécois,2023,306,Marquette,727,11,9,2,625,102,0.18181818181818185,0.14030261348005502,2023-05-28,0,0
Parti québécois,2023,666,Maskinongé,2285,30,23,7,1660,625,0.23333333333333336,0.2735229759299781,2023-05-28,0,150
Parti québécois,2023,548,Masson,1730,23,21,2,1605,125,0.08695652173913043,0.07225433526011561,2023-05-28,0,100
Parti québécois,2023,842,Matane-Matapédia,9135,128,92,36,7340,1795,0.28125,0.19649698960043788,2023-05-28,0,725
Parti québécois,2023,340,Maurice-Richard,5105,71,57,14,4200,905,0.19718309859154928,0.1772771792360431,2023-05-28,50,400
Parti québécois,2023,350,Mercier,3720,46,40,6,3350,370,0.13043478260869565,0.09946236559139784,2023-05-28,0,0
Parti québécois,2023,482,Mille-Îles,2765,44,37,7,2480,285,0.1590909090909091,0.1030741410488246,2023-05-28,175,605
Parti québécois,2023,514,Mirabel,1250,19,17,2,1070,180,0.10526315789473684,0.144,2023-05-28,0,50
Parti québécois,2023,336,Mont-Royal-Outremont,4420,54,45,9,3795,625,0.16666666666666666,0.1414027149321267,2023-05-28,0,625
Parti québécois,2023,252,Montarville,4360,54,52,2,4235,125,0.03703703703703703,0.0286697247706422,2023-05-28,0,125
Parti québécois,2023,742,Montmorency,2390,34,26,8,1740,650,0.2352941176470588,0.2719665271966527,2023-05-28,50,75
Parti québécois,2023,104,Mégantic,1835,23,19,4,1670,165,0.17391304347826086,0.08991825613079019,2023-05-28,0,300
Parti québécois,2023,312,Nelligan,890,13,10,3,590,300,0.2307692307692308,0.33707865168539325,2023-05-28,0,300
Parti québécois,2023,150,Nicolet-Bécancour,3510,45,40,5,3140,370,0.1111111111111111,0.10541310541310542,2023-05-28,0,200
Parti québécois,2023,324,Notre-Dame-de-Grâce,1515,16,15,1,1440,75,0.0625,0.04950495049504951,2023-05-28,0,100
Parti québécois,2023,120,Orford,3555,47,34,13,2660,895,0.2765957446808511,0.2517580872011252,2023-05-28,0,0
Parti québécois,2023,626,Papineau,2050,26,20,6,1650,400,0.2307692307692308,0.1951219512195122,2023-05-28,0,20
Parti québécois,2023,380,Pointe-aux-Trembles,2423.32,34,32,2,2318.32,105,0.0588235294117647,0.04332898667943152,2023-05-28,0,220
Parti québécois,2023,608,Pontiac,1390,18,14,4,1070,320,0.2222222222222222,0.2302158273381295,2023-05-28,0,100
Parti québécois,2023,714,Portneuf,2106,34,30,4,1906,200,0.1176470588235294,0.0949667616334283,2023-05-28,0,151
Parti québécois,2023,582,Prévost,2105,28,23,5,1835,270,0.17857142857142858,0.12826603325415678,2023-05-28,0,350
Parti québécois,2023,906,René-Lévesque,1450,20,17,3,1225,225,0.15,0.15517241379310345,2023-05-28,0,0
Parti québécois,2023,560,Repentigny,3395.5,46,40,6,3115,280.5,0.13043478260869565,0.08260933588573112,2023-05-28,0,75
Parti québécois,2023,264,Richelieu,1960,34,26,8,1580,380,0.2352941176470588,0.19387755102040816,2023-05-28,0,100
Parti québécois,2023,132,Richmond,2743.32,36,30,6,2438.32,305,0.16666666666666666,0.11117915518422931,2023-05-28,0,360
Parti québécois,2023,838,Rimouski,3865,56,46,10,3165,700,0.17857142857142858,0.18111254851228975,2023-05-28,0,270
Parti québécois,2023,834,Rivière-du-Loup-Témiscouata,1770,28,23,5,1525,245,0.17857142857142858,0.1384180790960452,2023-05-28,0,50
Parti québécois,2023,316,Robert-Baldwin,600,6,6,0,600,0,0,0,2023-05-28,0,0
Parti québécois,2023,930,Roberval,2413.32,35,31,4,2253.32,160,0.11428571428571428,0.06629870883264548,2023-05-28,0,500.0000000000002
Parti québécois,2023,356,Rosemont,5332,69,60,9,4900,432,0.13043478260869565,0.08102025506376594,2023-05-28,0,375
Parti québécois,2023,576,Rousseau,2500,29,23,6,2035,465,0.20689655172413793,0.186,2023-05-28,0,100
Parti québécois,2023,636,Rouyn-Noranda-Témiscamingue,2665,33,28,5,2425,240,0.15151515151515152,0.0900562851782364,2023-05-28,0,0
Parti québécois,2023,110,Saint-François,1937,29,23,6,1575,362,0.20689655172413793,0.1868869385647909,2023-05-28,0,0
Parti québécois,2023,326,Saint-Henri-Sainte-Anne,4170,32,26,6,3450,720,0.1875,0.17266187050359713,2023-05-28,0,200
Parti québécois,2023,260,Saint-Hyacinthe,5667,91,79,12,5062,605,0.13186813186813187,0.10675842597494264,2023-05-28,0,537
Parti québécois,2023,212,Saint-Jean,3425,46,39,7,2895,530,0.15217391304347827,0.15474452554744525,2023-05-28,0,305
Parti québécois,2023,526,Saint-Jérôme,4350,62,48,14,3665,685,0.2258064516129032,0.15747126436781608,2023-05-28,0,195
Parti québécois,2023,318,Saint-Laurent,1250,13,12,1,1150,100,0.07692307692307693,0.08,2023-05-28,0,0
Parti québécois,2023,330,Sainte-Marie-Saint-Jacques,5898.3,70,61,9,5358.3,540,0.12857142857142856,0.0915518030618992,2023-05-28,0,316.65999999999985
Parti québécois,2023,470,Sainte-Rose,3525,51,45,6,3150,375,0.1176470588235294,0.10638297872340426,2023-05-28,0,200
Parti québécois,2023,230,Sanguinet,460,7,6,1,360,100,0.14285714285714285,0.21739130434782608,2023-05-28,0,0
Parti québécois,2023,116,Sherbrooke,6110,77,61,16,4930,1180,0.2077922077922078,0.19312602291325695,2023-05-28,0,440
Parti québécois,2023,220,Soulanges,1060,21,16,5,790,270,0.23809523809523808,0.25471698113207547,2023-05-28,0,25
Parti québécois,2023,250,Taillon,6875,84,70,14,5785,1090,0.16666666666666666,0.15854545454545454,2023-05-28,0,300
Parti québécois,2023,730,Taschereau,12182,154,131,23,10715,1467,0.14935064935064934,0.12042357576752584,2023-05-28,0,1085
Parti québécois,2023,542,Terrebonne,2120,36,29,7,1825,295,0.19444444444444445,0.1391509433962264,2023-05-28,0,125
Parti québécois,2023,660,Trois-Rivières,3935.33,48,37,11,3192,743.33,0.22916666666666663,0.1888863195716751,2023-05-28,0,328.3299999999999
Parti québécois,2023,938,Ungava,215,6,4,2,165,50,0.3333333333333333,0.23255813953488372,2023-05-28,0,0
Parti québécois,2023,240,Vachon,2300,31,26,5,2035,265,0.16129032258064516,0.11521739130434784,2023-05-28,0,100
Parti québécois,2023,726,Vanier-Les Rivières,2285,34,25,9,1775,510,0.2647058823529412,0.22319474835886213,2023-05-28,0,515
Parti québécois,2023,224,Vaudreuil,1633,21,17,4,1313,320,0.1904761904761905,0.19595835884874463,2023-05-28,0,0
Parti québécois,2023,256,Verchères,3426.5,43,38,5,3001.5,425,0.11627906976744186,0.12403327010068584,2023-05-28,100,208.30000000000018
Parti québécois,2023,300,Verdun,2645,30,25,5,2195,450,0.16666666666666666,0.17013232514177692,2023-05-28,0,200
Parti québécois,2023,358,Viau,965,13,11,2,880,85,0.15384615384615383,0.08808290155440414,2023-05-28,0,0
Parti québécois,2023,476,Vimont,1635,25,24,1,1535,100,0.04,0.06116207951070336,2023-05-28,0,90
Parti québécois,2023,332,Westmount-Saint-Louis,1080,17,12,5,780,300,0.29411764705882354,0.2777777777777778,2023-05-28,0,0
Parti québécois,2023,858,Îles-de-la-Madeleine,1135,13,12,1,1120,15,0.07692307692307693,0.013215859030837,2023-05-28,0,0
Parti québécois,2023,NA,NA,130,2,1,1,100,30,0.5,0.2307692307692308,2023-05-28,0,0
Québec solidaire,2023,648,Abitibi-Est,200,2,2,0,200,0,0,0,2023-05-28,0,0
Québec solidaire,2023,642,Abitibi-Ouest,300,4,4,0,300,0,0,0,2023-05-28,0,0
Québec solidaire,2023,338,Acadie,711.65,10,9,1,686.65,25,0.1,0.03512962832853229,2023-05-28,0,8.329999999999927
